id,keywords,pub_date,web_url,document_type,news_desk,section_name,subsection_name,type_of_material
nyt://article/dccdc133-66ef-592c-af50-0bf7579077a8,"[('persons', 'Sifton, Elisabeth'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Books and Literature'), ('subject', 'Book Trade and Publishing')]",2019-12-13T20:58:36+0000,https://www.nytimes.com/2019/12/13/books/elisabeth-sifton-dead.html,article,Obits,Books,,Obituary (Obit)
nyt://article/05658989-126a-511c-a379-04d6c48091a2,"[('subject', 'Television'), ('persons', 'McKeon, Philip (1964-2019)'), ('creative_works', 'Alice (TV Program)'), ('subject', 'Deaths (Obituaries)')]",2019-12-11T17:43:41+0000,https://www.nytimes.com/2019/12/11/arts/television/philip-mckeon-dead.html,article,Express,Arts,Television,News
nyt://article/d4ef622d-2747-5d50-94ad-0fe36d3cf9ea,"[('persons', 'Kronenfeld, Daniel'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Henry Street Settlement'), ('subject', 'Homeless Persons'), ('subject', 'Public and Subsidized Housing')]",2019-12-12T21:27:25+0000,https://www.nytimes.com/2019/12/12/nyregion/danny-kronenfeld-dead.html,article,Obits,New York,,Obituary (Obit)
nyt://article/02b3a5c6-98b8-5258-8eec-b46c767acd03,"[('persons', 'de Havilland, Terry'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Shoes and Boots'), ('subject', 'Fashion and Apparel')]",2019-12-11T21:08:49+0000,https://www.nytimes.com/2019/12/11/fashion/terry-de-havilland-dead.html,article,Obits,Fashion & Style,,Obituary (Obit)
nyt://article/4860fc94-87e7-5779-a879-56a20af5b5e7,"[('persons', 'BONNKE, REINHARD'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Evangelical Movement'), ('glocations', 'AFRICA'), ('organizations', 'CHRIST FOR ALL NATIONS')]",2019-12-11T17:16:13+0000,https://www.nytimes.com/2019/12/11/world/africa/reinhard-bonnke-dead.html,article,Obits,World,Africa,Obituary (Obit)
nyt://article/ab2a213b-7524-5919-bc2b-aa8d5765606b,"[('persons', 'Kim Woo-choong'), ('subject', 'Deaths (Obituaries)'), ('glocations', 'South Korea'), ('organizations', 'Daewoo Group'), ('subject', 'Automobiles'), ('subject', 'International Trade and World Market')]",2019-12-11T15:58:08+0000,https://www.nytimes.com/2019/12/11/world/asia/daewoo-kim-woo-choong-obituary.html,article,Obits,World,Asia Pacific,Obituary (Obit)
nyt://article/b9f397c3-2aa6-5753-9328-cac5cfad9c80,"[('persons', 'Easton, Richard'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Theater'), ('subject', 'Actors and Actresses'), ('creative_works', 'The Invention of Love (Play)')]",2019-12-12T23:14:56+0000,https://www.nytimes.com/2019/12/12/theater/richard-easton-dead.html,article,Obits,Theater,,Obituary (Obit)
nyt://article/6d74f48d-c06e-5de2-9a18-3a802c289a31,"[('persons', 'Fredriksson, Marie'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Pop and Rock Music'), ('glocations', 'Sweden'), ('organizations', 'Roxette (Music Group)')]",2019-12-10T14:48:02+0000,https://www.nytimes.com/2019/12/10/arts/music/marie-fredriksson-roxette-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/d257db49-d6ae-56c4-9bfb-bd1cbd03d061,"[('persons', 'Laurer, George'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Bar Codes'), ('subject', 'Inventions and Patents'), ('subject', 'Supermarkets and Grocery Stores'), ('organizations', 'International Business Machines Corporation'), ('persons', 'Woodland, N Joseph'), ('persons', 'Haberman, Alan L')]",2019-12-11T21:32:00+0000,https://www.nytimes.com/2019/12/11/technology/george-laurer-dead.html,article,Obits,Technology,,Obituary (Obit)
nyt://article/7f655d53-dea0-5508-931e-f51865b8a7eb,"[('persons', 'Mullan, Fitzhugh'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Medicine and Health'), ('organizations', 'National Health Service Corps'), ('organizations', 'George Washington University'), ('subject', 'Health Insurance and Managed Care')]",2019-12-10T18:37:35+0000,https://www.nytimes.com/2019/12/10/health/fitzhugh-mullan-foe-of-health-care-disparities-dies-at-77.html,article,Obits,Health,,Obituary (Obit)
nyt://article/aad01b87-7376-55c1-bdd9-a81b232080cb,"[('subject', 'Deaths (Obituaries)'), ('glocations', 'Moscow (Russia)'), ('organizations', 'Inteko'), ('persons', 'Putin, Vladimir V'), ('persons', 'Luzhkov, Yuri M'), ('subject', 'Mayors')]",2019-12-11T00:00:10+0000,https://www.nytimes.com/2019/12/10/world/europe/yury-m-luzhkov-dead.html,article,Obits,World,Europe,Obituary (Obit)
nyt://article/cecdafec-dbac-5d34-9372-f5d288268ad7,"[('persons', 'Goldberg, Leonard'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Spelling, Aaron'), ('subject', 'Television'), ('creative_works', 'Blue Bloods (TV Program)'), ('creative_works', ""Charlie's Angels (TV Program)""), ('creative_works', 'Fantasy Island (TV Program)'), ('organizations', 'ABC INC')]",2019-12-11T20:22:13+0000,https://www.nytimes.com/2019/12/11/arts/television/leonard-goldberg-dead.html,article,Obits,Arts,Television,Obituary (Obit)
nyt://article/87cc700c-defa-53fd-8e6b-66e3cea926f1,"[('persons', 'Metz, Johann Baptist'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Holocaust and the Nazi Era'), ('organizations', 'Roman Catholic Church')]",2019-12-10T21:47:23+0000,https://www.nytimes.com/2019/12/10/world/europe/johann-baptist-metz-dead.html,article,Obits,World,Europe,Obituary (Obit)
nyt://article/7cb4dbc4-dfb6-52b0-8df9-f11224a67a7c,"[('persons', 'Frates, Pete'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Philanthropy'), ('subject', 'Social Media'), ('organizations', 'Boston College'), ('subject', 'Amyotrophic Lateral Sclerosis')]",2019-12-09T19:59:00+0000,https://www.nytimes.com/2019/12/09/us/pete-frates-dead.html,article,Obits,U.S.,,Obituary (Obit)
nyt://article/9e5019ea-ef75-5d80-bc0b-089f410a16a2,"[('persons', 'Lawrence, Margaret (1914-2019)'), ('subject', 'Psychology and Psychologists'), ('subject', 'Blacks'), ('subject', 'Black People'), ('subject', 'Women and Girls'), ('subject', 'Civil Rights and Liberties'), ('subject', 'Deaths (Obituaries)')]",2019-12-08T22:13:02+0000,https://www.nytimes.com/2019/12/08/obituaries/margaret-lawrence-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/c9cae0f5-57e5-5e88-9a9c-d10f4e49f31f,"[('persons', 'AUBERJONOIS, RENE'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Actors and Actresses'), ('subject', 'Theater'), ('subject', 'Television'), ('subject', 'Tony Awards (Theater Awards)'), ('creative_works', 'Benson (TV Program)'), ('creative_works', 'Madam Secretary (TV Program)'), ('creative_works', 'The Little Mermaid (TV Program)')]",2019-12-08T23:56:20+0000,https://www.nytimes.com/2019/12/08/obituaries/rene-auberjonois-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/179e32a7-74fc-5586-973c-fb1aba1058f8,"[('subject', 'Television'), ('subject', 'Children and Childhood'), ('subject', 'Deaths (Obituaries)'), ('organizations', ""Children's Television Workshop""), ('persons', 'Spinney, Caroll'), ('creative_works', 'Sesame Street (TV Program)')]",2019-12-08T17:36:34+0000,https://www.nytimes.com/2019/12/08/obituaries/caroll-spinney-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/c0b7c662-ec22-5580-9b68-8743619195d7,"[('subject', 'Deaths (Obituaries)'), ('subject', 'Rap and Hip-Hop'), ('persons', 'Juice WRLD (Rapper)')]",2019-12-08T16:13:17+0000,https://www.nytimes.com/2019/12/08/arts/music/juice-wrld-dead.html,article,Express,Arts,Music,Obituary (Obit)
nyt://article/be7608d8-e9fb-51cc-940d-93f409d71a3f,"[('persons', 'Goodfriend, Marvin'), ('subject', 'Banking and Financial Institutions'), ('subject', 'Appointments and Executive Changes'), ('subject', 'Inflation (Economics)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Carnegie Mellon University'), ('organizations', 'Federal Reserve Bank of Richmond'), ('organizations', 'Federal Reserve System')]",2019-12-08T19:27:42+0000,https://www.nytimes.com/2019/12/08/business/economy/marvin-goodfriend-dead.html,article,Business,Business Day,Economy,Obituary (Obit)
nyt://article/f4b4d7e9-edda-5b77-9c79-4443d3891361,"[('subject', 'Art'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Museums'), ('subject', 'Banking and Financial Institutions'), ('subject', 'Financial Brokers'), ('organizations', 'Museum of Modern Art'), ('organizations', 'UBS Paine Webber'), ('persons', 'Marron, Donald B')]",2019-12-08T20:54:12+0000,https://www.nytimes.com/2019/12/08/us/donald-marron-dead.html,article,Express,U.S.,,Obituary (Obit)
nyt://article/738d0ad8-e676-5b1c-9700-cfbbcbcc876b,"[('subject', 'Football (College)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'University of Michigan'), ('organizations', 'University of Iowa'), ('persons', 'ELLIOTT, BUMP'), ('subject', 'Coaches and Managers')]",2019-12-08T20:04:32+0000,https://www.nytimes.com/2019/12/08/obituaries/bump-elliott-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/03c7257e-d2f1-5dfb-946c-f09801b82285,"[('persons', 'Lawson, Winston G (1928-2019)'), ('organizations', 'Secret Service'), ('persons', 'Kennedy, John Fitzgerald'), ('subject', 'Assassinations and Attempted Assassinations'), ('persons', 'Oswald, Lee Harvey'), ('glocations', 'Dallas (Tex)'), ('subject', 'Deaths (Obituaries)')]",2019-12-06T21:20:58+0000,https://www.nytimes.com/2019/12/06/us/winston-lawson-dead.html,article,Obits,U.S.,,Obituary (Obit)
nyt://article/2650c428-3ba3-5191-8815-37355a5febdc,"[('persons', 'Leibman, Ron'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Actors and Actresses'), ('subject', 'Theater'), ('subject', 'Television'), ('subject', 'Movies'), ('creative_works', 'Angels in America (Play)'), ('creative_works', 'Norma Rae (Movie)'), ('persons', 'COHN, ROY MARCUS')]",2019-12-06T23:57:20+0000,https://www.nytimes.com/2019/12/06/theater/ron-leibman-dead.html,article,Obits,Theater,,Obituary (Obit)
nyt://article/af400156-83d1-594a-b00f-83d2c721b330,"[('persons', 'Rubenstein, Raeanne (1945-2019)'), ('subject', 'Photography'), ('subject', 'Country Music'), ('subject', 'Celebrities'), ('glocations', 'East Village (Manhattan, NY)'), ('glocations', 'Nashville (Tenn)'), ('subject', 'Deaths (Obituaries)')]",2019-12-05T22:28:20+0000,https://www.nytimes.com/2019/12/05/arts/raeanne-rubenstein-dead.html,article,Obits,Arts,,Obituary (Obit)
nyt://article/130c1a66-781a-59b6-8e91-fe1997e53446,"[('persons', 'Kriegel, Jay L (1940- )'), ('persons', 'Lindsay, John V'), ('subject', 'Television'), ('glocations', 'New York City'), ('organizations', 'CBS Corporation'), ('subject', 'Deaths (Obituaries)')]",2019-12-05T23:12:37+0000,https://www.nytimes.com/2019/12/05/nyregion/jay-kriegel-dies.html,article,Obits,New York,,Obituary (Obit)
nyt://article/282c0411-ed81-5d46-a0ad-d4992073c9c4,"[('persons', 'Smith, Joseph B (1928-2019)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Pop and Rock Music'), ('subject', 'Audio Recordings, Downloads and Streaming'), ('organizations', 'Elektra Records'), ('organizations', 'Capitol Records'), ('organizations', 'Warner Brothers Records')]",2019-12-04T22:29:38+0000,https://www.nytimes.com/2019/12/04/arts/music/joe-smith-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/f1e8aff9-2603-5e7e-826a-37315228c300,"[('persons', 'MACAULAY, WILLIAM E'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Tuition'), ('organizations', 'City University of New York'), ('organizations', 'Macaulay Honors College, City University of New York'), ('subject', 'Colleges and Universities'), ('subject', 'Private Equity'), ('glocations', 'New York City'), ('subject', 'Philanthropy')]",2019-12-05T20:36:35+0000,https://www.nytimes.com/2019/12/05/education/william-e-macaulay-dead.html,article,Obits,Education,,Obituary (Obit)
nyt://article/be974afa-395c-507c-a111-0f086fcc69f1,"[('subject', 'Deaths (Obituaries)'), ('subject', 'Terrorism'), ('subject', 'War Crimes, Genocide and Crimes Against Humanity'), ('subject', 'Human Rights and Human Rights Violations'), ('glocations', 'Lockerbie (Scotland)'), ('persons', 'Gerson, Allan'), ('subject', 'Legal Profession')]",2019-12-04T20:34:50+0000,https://www.nytimes.com/2019/12/04/us/allan-gerson-dead.html,article,Obits,U.S.,,Obituary (Obit)
nyt://article/ae0962ff-8631-5d01-bc1e-0e9443b0f83f,"[('persons', 'Cleobury, Stephen'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Music'), ('organizations', ""Choir of King's College""), ('organizations', ""King's College, Cambridge""), ('subject', 'Christmas')]",2019-12-05T16:39:24+0000,https://www.nytimes.com/2019/12/05/arts/music/stephen-cleobury-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/83b4f57f-92e0-5a1b-8146-492e174d7edc,"[('subject', 'Writing and Writers'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Dating and Relationships'), ('subject', 'Blogs and Blogging (Internet)'), ('organizations', 'New York Times'), ('persons', 'Rubio, Josie (1977-2019)')]",2019-12-04T22:40:38+0000,https://www.nytimes.com/2019/12/04/obituaries/josie-rubio-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/d43d6ef4-11a7-563d-a848-319fba3b215d,"[('subject', 'Cocktails and Mixed Drinks'), ('subject', 'Alcoholic Beverages'), ('subject', 'Bartenders'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Regan, Gary')]",2019-12-03T22:42:37+0000,https://www.nytimes.com/2019/12/03/dining/gary-regan-dead.html,article,Obits,Food,,Obituary (Obit)
nyt://article/8a9e4c36-8100-5ecd-82e9-1f7ee195be36,"[('persons', 'Konheim, Carolyn S'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Environment'), ('organizations', 'Environmental Conservation Department (NYS)'), ('glocations', 'New York City'), ('subject', 'Air Pollution'), ('subject', 'Water Pollution')]",2019-12-04T21:39:39+0000,https://www.nytimes.com/2019/12/04/obituaries/carolyn-konheim-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1faf0c7f-6b04-5808-a406-cfc6532dd729,"[('persons', 'DAGUIN, ANDRE'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Chefs'), ('subject', 'Restaurants'), ('subject', 'Cooking and Cookbooks'), ('glocations', 'Gascony (France)'), ('subject', 'Hotels and Travel Lodgings')]",2019-12-03T21:43:00+0000,https://www.nytimes.com/2019/12/03/dining/andre-daguin-dead.html,article,Obits,Food,,Obituary (Obit)
nyt://article/5eba7642-1c71-5373-aad9-452418bd9e01,"[('persons', 'Cruse, Howard (1944-2019)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Comic Books and Strips'), ('subject', 'Homosexuality and Bisexuality'), ('subject', 'Cartoons and Cartoonists'), ('subject', 'Graphic Novels')]",2019-12-04T22:29:46+0000,https://www.nytimes.com/2019/12/04/arts/howard-cruse-dead.html,article,Obits,Arts,,Obituary (Obit)
nyt://article/78960e42-9e24-5e7c-ad71-a1151cc9306e,"[('persons', 'HOFFMAN, PERRY'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Psychology and Psychologists'), ('subject', 'Mental Health and Disorders'), ('organizations', 'National Education Alliance for Borderline Personality Disorder')]",2019-12-03T00:03:43+0000,https://www.nytimes.com/2019/12/02/health/perry-hoffman-dead.html,article,Obits,Health,,Obituary (Obit)
nyt://article/9f452b67-a867-5a24-be3f-53ea6a2b0103,"[('persons', 'Jansons, Mariss'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Classical Music'), ('organizations', 'Oslo Philharmonic'), ('organizations', 'Bavarian Radio Symphony Orchestra'), ('organizations', 'Pittsburgh Symphony Orchestra'), ('organizations', 'Royal Concertgebouw Orchestra')]",2019-12-02T19:14:22+0000,https://www.nytimes.com/2019/12/02/arts/music/mariss-jansons-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/7afc5f16-9628-55bf-a9cd-b1c05ce2bd39,"[('persons', 'Merry, Wayne (1931-2019)'), ('subject', 'Rock Climbing'), ('subject', 'Deaths (Obituaries)'), ('subject', 'National Parks, Monuments and Seashores'), ('persons', 'Harding, Warren (1924-2002)'), ('glocations', 'Yosemite National Park (Calif)')]",2019-12-03T23:47:06+0000,https://www.nytimes.com/2019/12/03/sports/wayne-merry-dead.html,article,Obits,Sports,,Obituary (Obit)
nyt://article/455fb17a-a25a-5c43-bdb5-dd84c632e78b,"[('persons', 'Morrison, Shelley (1936-2019)'), ('subject', 'Deaths (Obituaries)'), ('creative_works', 'Will & Grace (TV Program)'), ('subject', 'Actors and Actresses'), ('subject', 'Television')]",2019-12-02T07:34:07+0000,https://www.nytimes.com/2019/12/02/arts/television/shelley-morrison-dead.html,article,Express,Arts,Television,Obituary (Obit)
nyt://article/c4652c17-c5f9-54c6-8020-f9c364ab8998,"[('subject', 'Deaths (Obituaries)'), ('subject', 'Defense and Military Forces'), ('persons', 'Howard, Michael')]",2019-12-01T20:16:50+0000,https://www.nytimes.com/2019/12/01/obituaries/michael-howard-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/44a02ee3-1c93-518d-a029-62e702846358,"[('persons', 'Saviola, Marilyn'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Disabilities'), ('organizations', 'Disabled in Action'), ('organizations', 'Independence Care System')]",2019-12-01T17:21:31+0000,https://www.nytimes.com/2019/12/01/health/marilyn-saviola-dead.html,article,Obits,Health,,Obituary (Obit)
nyt://article/97d0ff5a-90ce-59d2-b8aa-c47b6342971e,"[('persons', 'Massie, Robert K'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Writing and Writers'), ('glocations', 'Russia'), ('persons', 'Catherine II, Empress of Russia'), ('persons', 'Peter the Great (1672-1725)')]",2019-12-02T20:55:33+0000,https://www.nytimes.com/2019/12/02/books/robert-k-massie-dead.html,article,Obits,Books,,Obituary (Obit)
nyt://article/004afbe1-68c9-5ee3-859b-af230738051e,"[('persons', 'Burgie, Irving'), ('subject', 'Music'), ('persons', 'Belafonte, Harry'), ('subject', 'Deaths (Obituaries)')]",2019-12-01T16:27:26+0000,https://www.nytimes.com/2019/12/01/arts/music/irving-burgie-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/68c5ba38-888b-5f30-afd0-ea53ed0120b4,"[('persons', 'Sherman, Janette (1930-2019)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Automobiles'), ('subject', 'Factories and Manufacturing'), ('subject', 'Hazardous and Toxic Substances'), ('subject', 'Workplace Hazards and Violations'), ('subject', 'Medicine and Health')]",2019-11-29T21:54:27+0000,https://www.nytimes.com/2019/11/29/health/dr-janette-sherman-dead.html,article,Obits,Health,,Obituary (Obit)
nyt://article/b2cdb3f9-2959-57d0-b2b6-71c58a8d97d0,"[('persons', 'Siwoff, Seymour (1920-2019)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Elias Sports Bureau'), ('subject', 'Statistics'), ('subject', 'Athletics and Sports'), ('subject', 'Baseball'), ('subject', 'News and News Media')]",2019-11-30T01:38:22+0000,https://www.nytimes.com/2019/11/29/sports/seymour-siwoff-dead.html,article,Obits,Sports,,Obituary (Obit)
nyt://article/bf59fc3c-efaa-5012-bf79-0918c6f8b6b4,"[('persons', 'Clark, Joe Louis (1938- )'), ('subject', 'School Discipline (Students)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Minorities'), ('organizations', 'Eastside High School (Paterson, NJ)'), ('creative_works', 'Lean on Me (Movie)'), ('glocations', 'Paterson (NJ)'), ('subject', 'Principals (School)'), ('subject', 'Black People'), ('subject', 'Blacks')]",2020-12-30T17:30:51+0000,https://www.nytimes.com/2020/12/30/nyregion/joe-clark-dead.html,article,Obits,New York,,Obituary (Obit)
nyt://article/acd29e79-c2b8-5c6d-83e5-a5124499451d,"[('persons', 'Saba, Bassam (1958-2020)'), ('subject', 'Music'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Coronavirus (2019-nCoV)'), ('glocations', 'Beirut (Lebanon)'), ('glocations', 'Lebanon')]",2020-12-29T18:27:26+0000,https://www.nytimes.com/2020/12/29/obituaries/bassam-saba-dead-coronavirus.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/ea1137cb-452a-5ad9-b5de-1786c11104a7,"[('persons', 'Cardin, Pierre'), ('subject', 'Fashion and Apparel'), ('subject', 'Design'), ('subject', 'Couture (Fashion)'), ('subject', 'Deaths (Obituaries)'), ('organizations', ""Maxim's (Paris, France, Restaurant)""), ('glocations', 'Paris (France)'), ('subject', 'your-feed-selfcare'), ('subject', 'your-feed-fashion')]",2020-12-29T12:26:54+0000,https://www.nytimes.com/2020/12/29/style/pierre-cardin-dead.html,article,Obits,Style,,Obituary (Obit)
nyt://article/ce339552-f320-5236-ba08-868595fe8dd6,"[('subject', 'Deaths (Obituaries)'), ('persons', 'Rice, Tony (1951- )'), ('organizations', 'JD Crowe and the New South (Music Group)'), ('subject', 'Jazz'), ('subject', 'Folk Music'), ('subject', 'Country Music')]",2020-12-28T22:39:40+0000,https://www.nytimes.com/2020/12/28/arts/music/tony-rice-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/f0b71d05-959b-5b82-83fb-4e62d4cdbbb0,"[('persons', 'Foster, Reginald (1939-2020)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Roman Catholic Church'), ('subject', 'Latin Language'), ('subject', 'Translation and Interpreters'), ('subject', 'Coronavirus (2019-nCoV)')]",2020-12-27T17:10:56+0000,https://www.nytimes.com/2020/12/27/obituaries/reginald-foster-vatican-latinist-who-tweeted-in-the-language-dies-at-81.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/3682e826-3ee7-52c3-96e6-513e4d1c8900,"[('subject', 'Books and Literature'), ('persons', 'Lopez, Barry (1945- )'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Wolves'), ('glocations', 'ARCTIC REGIONS'), ('subject', 'Writing and Writers')]",2020-12-27T02:00:59+0000,https://www.nytimes.com/2020/12/26/obituaries/barry-lopez-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/9765d583-6f74-5201-b5c1-86c7239fec81,"[('persons', 'Campbell-Adams, Betty'), ('subject', 'Deaths (Obituaries)'), ('organizations', ""Lloyd's Carrot Cake (Bronx, NY, Bakery)""), ('subject', 'Bakeries and Baked Products'), ('subject', 'Cakes'), ('glocations', 'Riverdale (Bronx, NY)')]",2020-12-28T03:16:58+0000,https://www.nytimes.com/2020/12/27/nyregion/betty-campbell-adams-dead.html,article,Obits,New York,,Obituary (Obit)
nyt://article/6bd0ced9-9403-524a-9cb9-4e41a2383fd6,"[('subject', 'Wrestling'), ('organizations', 'World Wrestling Entertainment Inc'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Huber, Jon (1979-2020)')]",2020-12-27T19:29:28+0000,https://www.nytimes.com/2020/12/27/arts/television/brodie-lee-death-luke-harper-jon-huber.html,article,Express,Arts,Television,News
nyt://article/0bc4173f-db95-5258-8d46-a561db32754b,"[('subject', 'Deaths (Obituaries)'), ('subject', 'Coronavirus (2019-nCoV)'), ('persons', 'Kasparov, Garry'), ('subject', 'Chess'), ('persons', 'Kasparova, Klara Shagenovna (1937-2020)')]",2020-12-31T23:19:27+0000,https://www.nytimes.com/2020/12/31/obituaries/klara-kasparova-dead-coronavirus.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/95a43231-4fd9-5b69-b2a1-6ea7372c6c4e,"[('persons', 'Jones, K C'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Basketball'), ('subject', 'NBA Championship'), ('organizations', 'Boston Celtics')]",2020-12-25T21:37:14+0000,https://www.nytimes.com/2020/12/25/sports/kc-jones-dead.html,article,Obits,Sports,,Obituary (Obit)
nyt://article/fa61d4da-b0c1-56a3-a763-62ce846ed2bb,"[('persons', 'Geiger, H Jack'), ('subject', 'Black People'), ('subject', 'Blacks'), ('subject', 'Deaths (Obituaries)'), ('glocations', 'Mississippi'), ('glocations', 'Boston (Mass)'), ('subject', 'Poverty'), ('subject', 'Doctors'), ('subject', 'Medicine and Health'), ('subject', 'Nobel Prizes')]",2020-12-28T20:17:11+0000,https://www.nytimes.com/2020/12/28/health/h-jack-geiger-dead.html,article,Obits,Health,,Obituary (Obit)
nyt://article/e2be0249-381c-5f06-98d8-d1ed17ba90f0,"[('persons', 'Blake, George'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Espionage and Intelligence Services'), ('subject', 'Cold War Era'), ('organizations', 'KGB'), ('glocations', 'Great Britain'), ('glocations', 'USSR (Former Soviet Union)'), ('glocations', 'Russia'), ('subject', 'Politics and Government')]",2020-12-26T12:29:04+0000,https://www.nytimes.com/2020/12/26/obituaries/george-blake-british-spy-dead.html,article,Obits,World,Europe,Obituary (Obit)
nyt://article/aded7bb2-31d8-573b-8617-8e32635b8d79,"[('persons', 'Morris, Jeannie (1935-2020)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Television'), ('subject', 'Athletics and Sports'), ('glocations', 'Chicago (Ill)'), ('subject', 'News and News Media'), ('subject', 'Women and Girls')]",2020-12-24T20:56:01+0000,https://www.nytimes.com/2020/12/24/business/jeannie-morris-dead.html,article,Obits,Business Day,,Obituary (Obit)
nyt://article/a88dbc69-e141-57a6-9f71-953affcd4cb5,"[('persons', 'West, Leslie (1945-2020)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Mountain (Music Group)'), ('creative_works', 'Mississippi Queen (Song)'), ('subject', 'Pop and Rock Music')]",2020-12-24T03:10:11+0000,https://www.nytimes.com/2020/12/23/arts/music/leslie-west-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/2b8283ae-0964-546c-8c81-065a33c6d813,"[('subject', 'Deaths (Obituaries)'), ('subject', 'Pop and Rock Music'), ('subject', 'Nineteen Hundred Fifties'), ('organizations', 'McGuire Sisters (Music Group)'), ('persons', 'McGuire, Phyllis (1931-2020)')]",2020-12-31T17:32:24+0000,https://www.nytimes.com/2020/12/31/arts/music/phyllis-mcguire-dead.html,article,Obits,Arts,Music,Obituary (Obit)
nyt://article/ef2bb077-7e17-5464-a899-cb0ff821e2c7,"[('persons', 'Tennant, Stella'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Fashion and Apparel'), ('subject', 'Models (Professional)'), ('subject', 'your-feed-fashion'), ('persons', 'Lagerfeld, Karl'), ('persons', 'Versace, Gianni'), ('glocations', 'Great Britain')]",2020-12-24T00:50:42+0000,https://www.nytimes.com/2020/12/23/fashion/stella-tennant-death.html,article,Obits,Fashion & Style,,Obituary (Obit)
nyt://article/64ef9817-6b69-5090-ade0-e11bc8019a12,"[('persons', 'Larsen, Jack Lenor'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Louvre Museum'), ('organizations', 'Museum of Modern Art'), ('subject', 'Textiles'), ('subject', 'Design'), ('subject', 'Handicrafts'), ('subject', 'Interior Design and Furnishings')]",2020-12-23T21:34:31+0000,https://www.nytimes.com/2020/12/23/arts/jack-lenor-larsen-dead.html,article,Obits,Arts,,Obituary (Obit)
nyt://article/8be9dbfc-f16d-5cdc-9227-8a6309003e61,"[('persons', 'Berlind, Roger'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Theater'), ('creative_works', 'Guys and Dolls (Play)'), ('creative_works', 'Kiss Me, Kate (Play)'), ('creative_works', 'Oklahoma! (Play)')]",2020-12-24T19:44:05+0000,https://www.nytimes.com/2020/12/24/theater/roger-berlind-dead.html,article,Obits,Theater,,Obituary (Obit)
