id,keywords,pub_date,web_url,document_type,news_desk,section_name,subsection_name,type_of_material
nyt://article/afe8d0eb-b4c7-55ef-a8cb-3390fb5bb409,"[('persons', 'Gibbons, John Joseph (1924- )'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Legal Profession'), ('subject', 'Federal Courts (US)'), ('subject', 'Appeals Courts (US)')]",2018-12-14T22:42:49+0000,https://www.nytimes.com/2018/12/14/obituaries/john-gibbons-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/283be701-2601-55e4-9626-1f5bf6860636,"[('persons', 'Hollander, Irwin'), ('subject', 'Art'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Printing and Allied Trades')]",2018-12-15T00:14:45+0000,https://www.nytimes.com/2018/12/14/obituaries/irwin-hollander-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/b29ada5d-5a8d-5163-8872-8caac4028736,"[('subject', 'ARCHITECTURE'), ('persons', 'Conklin, William J (1923-2018)'), ('subject', 'Historic Buildings and Sites'), ('subject', 'Deaths (Obituaries)'), ('glocations', 'Battery Park City (Manhattan, NY)'), ('glocations', 'Reston (Va)')]",2018-12-13T21:30:24+0000,https://www.nytimes.com/2018/12/13/obituaries/william-conklin-dies.html,article,National,Obituaries,,Obituary (Obit)
nyt://article/a757e32b-f7b1-5996-927b-8113e1d1a32a,"[('persons', 'Steinbrenner, Joan (1935-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Baseball'), ('organizations', 'New York Yankees'), ('persons', 'Steinbrenner, George M 3d'), ('subject', 'Philanthropy')]",2018-12-14T21:53:15+0000,https://www.nytimes.com/2018/12/14/obituaries/joan-steinbrenner-dead.html,article,Business,Obituaries,,Obituary (Obit)
nyt://article/358810af-9cce-507c-89c8-473096068f3b,"[('persons', 'Wilson, Nancy (1937-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Jazz'), ('subject', 'Pop and Rock Music')]",2018-12-14T06:00:09+0000,https://www.nytimes.com/2018/12/14/obituaries/nancy-wilson-dead-jazz-singer.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/2514d151-a5c2-5075-85c6-867a574d9474,"[('persons', 'Frierson, Andrew (1924-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Opera'), ('subject', 'Blacks'), ('subject', 'Black People'), ('organizations', 'New York City Opera')]",2018-12-14T19:35:52+0000,https://www.nytimes.com/2018/12/14/obituaries/andrew-frierson-dead.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/e08d4173-9ac7-5346-9652-7ac1fcd3bdf1,"[('persons', 'GIACCONI, RICCARDO'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Nobel Prizes'), ('subject', 'Space and Astronomy'), ('subject', 'Physics'), ('subject', 'Telescopes and Observatories'), ('subject', 'Hubble Space Telescope'), ('subject', 'X-Rays'), ('organizations', 'European Southern Observatory'), ('organizations', 'Associated Universities'), ('organizations', 'Harvard-Smithsonian Center for Astrophysics')]",2018-12-13T23:17:34+0000,https://www.nytimes.com/2018/12/13/science/riccardo-giacconi-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/31170404-c9de-5b9d-bdcf-bbc41b8528e9,"[('persons', 'Greenstein, Fred I'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Eisenhower, Dwight David'), ('organizations', 'Princeton University'), ('subject', 'Books and Literature'), ('subject', 'United States Politics and Government')]",2018-12-14T23:51:09+0000,https://www.nytimes.com/2018/12/14/obituaries/fred-greenstein-dead.html,article,National,Obituaries,,Obituary (Obit)
nyt://article/545d1a02-935e-5248-bcf1-09cc09004076,"[('persons', 'LOCKE, SONDRA'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Movies'), ('subject', 'Actors and Actresses'), ('persons', 'Eastwood, Clint')]",2018-12-14T04:12:23+0000,https://www.nytimes.com/2018/12/13/obituaries/sondra-locke-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/62bec5c2-d4cb-5da4-9863-139f145175a2,"[('persons', 'Pillard, Monique (1936-2018)'), ('subject', 'Models (Professional)'), ('organizations', 'Elite Model Management'), ('organizations', 'Ford Models Inc'), ('persons', 'Casablancas, John'), ('subject', 'Deaths (Obituaries)')]",2018-12-12T21:54:56+0000,https://www.nytimes.com/2018/12/12/obituaries/monique-pillard-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1761cce0-fdb1-5ae0-9599-281241601d19,"[('persons', 'Dummar, Melvin (1944-2018)'), ('persons', 'Hughes, Howard (1905-76)'), ('subject', 'Wills and Estates'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Suits and Litigation (Civil)'), ('subject', 'Frauds and Swindling'), ('glocations', 'Nevada')]",2018-12-12T23:56:58+0000,https://www.nytimes.com/2018/12/12/obituaries/melvin-dummar-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/025a43e7-050c-586e-a024-10470a24aae2,"[('persons', 'Smith, Michael Paul'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Antique and Classic Cars'), ('subject', 'Photography')]",2018-12-13T23:19:28+0000,https://www.nytimes.com/2018/12/13/obituaries/michael-paul-smith-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/2540ef43-1ad8-5b6a-9cc9-7c30a54f7453,"[('persons', 'Epstein, Alvin'), ('subject', 'Theater'), ('persons', 'Beckett, Samuel'), ('creative_works', 'Waiting for Godot (Play)'), ('subject', 'Actors and Actresses'), ('organizations', 'AMERICAN REPERTORY THEATER'), ('organizations', 'Yale Repertory Theater'), ('subject', 'Deaths (Obituaries)')]",2018-12-11T20:30:17+0000,https://www.nytimes.com/2018/12/11/obituaries/alvin-epstein-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1e51a9e0-9db8-5595-a711-3e6024c60e7e,"[('persons', 'Boizot, Peter (1929-2018)'), ('organizations', 'PizzaExpress Ltd'), ('subject', 'Pizza'), ('subject', 'Restaurants'), ('subject', 'Entrepreneurship'), ('glocations', 'England'), ('subject', 'Deaths (Obituaries)')]",2018-12-12T23:37:37+0000,https://www.nytimes.com/2018/12/12/obituaries/peter-boizot-dies-pizza-express.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1d4fdfff-f7f6-58bc-846f-9be559b4e623,"[('persons', 'Klaben Kahn, Helen (1941-2018)'), ('subject', 'Aviation Accidents, Safety and Disasters'), ('glocations', 'Yukon Territory'), ('subject', 'Deaths (Obituaries)')]",2018-12-12T00:34:42+0000,https://www.nytimes.com/2018/12/11/obituaries/helen-kleban-kahn-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/076480de-4e4f-5cab-8c5f-5c37c00a6ee8,"[('subject', 'Deaths (Obituaries)')]",2018-12-18T20:28:48+0000,https://www.nytimes.com/2018/12/18/magazine/lives-loved-memories.html,article,Magazine,Magazine,,News
nyt://article/39769623-ab2a-5168-8b3b-beb40aa9b6da,"[('persons', 'BEREZIN, EVELYN'), ('subject', 'Computers and the Internet'), ('subject', 'Word Processing'), ('subject', 'Secretaries, Stenographers and Typists'), ('subject', 'Entrepreneurship'), ('organizations', 'Redactron Corp'), ('subject', 'Deaths (Obituaries)')]",2018-12-10T20:10:45+0000,https://www.nytimes.com/2018/12/10/obituaries/evelyn-berezin-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/6a520448-ca7b-53b3-ab58-7f889561938d,"[('persons', 'BAUMGARTEN, LOTHAR'), ('subject', 'Art'), ('subject', 'Yanomami Indians'), ('organizations', 'Goodman, Marian, Gallery (Manhattan, NY)'), ('subject', 'Deaths (Obituaries)')]",2018-12-11T21:42:20+0000,https://www.nytimes.com/2018/12/11/obituaries/lothar-baumgarten-dies.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/7785c516-3d59-5477-85bf-10d339768ede,"[('persons', 'Blum, William'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Books and Literature'), ('subject', 'United States International Relations'), ('organizations', 'Central Intelligence Agency'), ('organizations', 'State Department'), ('persons', 'bin Laden, Osama'), ('creative_works', ""ROGUE STATE: A GUIDE TO THE WORLD'S ONLY SUPERPOWER (BOOK)"")]",2018-12-11T22:41:36+0000,https://www.nytimes.com/2018/12/11/obituaries/william-blum-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/81e5a828-3b11-5570-a291-0c68d976b841,"[('persons', 'BERGLAND, BOB'), ('subject', 'Agriculture and Farming'), ('subject', 'United States Politics and Government'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'AGRICULTURE DEPARTMENT')]",2018-12-09T18:11:54+0000,https://www.nytimes.com/2018/12/09/obituaries/bob-bergland-dies.html,article,National,Obituaries,,Obituary (Obit)
nyt://article/c08aeea3-9b64-5ba8-8922-eebb83875caa,"[('persons', 'Alexeyeva, Lyudmila M'), ('subject', 'Human Rights and Human Rights Violations'), ('organizations', 'Moscow Helsinki Group'), ('subject', 'Cold War Era'), ('glocations', 'Russia'), ('glocations', 'USSR (Former Soviet Union)'), ('glocations', 'Crimea (Ukraine)'), ('subject', 'Deaths (Obituaries)')]",2018-12-09T19:25:22+0000,https://www.nytimes.com/2018/12/09/world/europe/lyudmila-alexeyeva-dead.html,article,Foreign,World,Europe,Obituary (Obit)
nyt://article/0786c2b4-3f44-5ac2-9fa8-34caa03509f0,"[('persons', 'Horenstein, Sidney'), ('subject', 'Geology'), ('subject', 'Rock and Stone'), ('organizations', 'AMERICAN MUSEUM OF NATURAL HISTORY'), ('organizations', 'Hunter College'), ('subject', 'Deaths (Obituaries)')]",2018-12-10T22:27:04+0000,https://www.nytimes.com/2018/12/10/obituaries/sidney-horenstein-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1999ab79-d346-5915-8891-d39cb3cba3c6,"[('persons', 'Engel, Selma (1922-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Holocaust and the Nazi Era'), ('subject', 'Concentration Camps'), ('organizations', 'Sobibor Extermination Camp')]",2018-12-08T01:40:42+0000,https://www.nytimes.com/2018/12/07/obituaries/selma-engel-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/81252295-c77d-5dee-a29d-d63ab29e3c2c,"[('subject', 'Voter Registration and Requirements'), ('subject', 'Civil Rights and Liberties'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Eaton, Rosanell (1921- )'), ('glocations', 'North Carolina')]",2018-12-09T18:11:52+0000,https://www.nytimes.com/2018/12/09/obituaries/rosanell-eaton-dies.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/dd1a69e9-c438-57bf-b3ba-2b1bbfe201e6,"[('persons', 'BETANCUR, BELISARIO'), ('subject', 'Deaths (Obituaries)'), ('glocations', 'Colombia'), ('subject', 'Politics and Government'), ('glocations', 'Bogota (Colombia)'), ('subject', 'Kidnapping and Hostages'), ('subject', 'Drug Abuse and Traffic')]",2018-12-07T23:19:31+0000,https://www.nytimes.com/2018/12/07/obituaries/belisario-betancur-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/8b44fb0f-48fd-5512-b0a6-ab3218447866,"[('persons', 'Clements, Dawn (1958-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Art'), ('organizations', 'Pierogi 2000')]",2018-12-07T22:15:10+0000,https://www.nytimes.com/2018/12/07/obituaries/dawn-clements-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/2176a645-d74a-5a91-a4ae-afe822a7d12a,"[('persons', 'Frere, Albert'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Mergers, Acquisitions and Divestitures'), ('organizations', 'Groupe Bruxelles Lambert'), ('glocations', 'Belgium')]",2018-12-07T19:57:54+0000,https://www.nytimes.com/2018/12/07/obituaries/albert-frere-dead.html,article,Foreign,Obituaries,,Obituary (Obit)
nyt://article/1df85056-db7b-507b-ba74-307368512a3e,"[('persons', 'Schwartz, Lisa M (1963-2018)'), ('subject', 'Tests (Medical)'), ('subject', 'Drugs (Pharmaceuticals)'), ('organizations', 'Dartmouth College'), ('persons', 'Woloshin, Steven'), ('subject', 'Deaths (Obituaries)')]",2018-12-06T20:58:19+0000,https://www.nytimes.com/2018/12/06/obituaries/dr-lisa-schwartz-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/e712aec3-439b-5bc9-8189-40f2d04d40a8,"[('subject', 'Chefs'), ('glocations', 'India'), ('organizations', 'YouTube.com'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Cooking and Cookbooks'), ('subject', 'Indian Food (Cuisine)')]",2018-12-06T18:50:22+0000,https://www.nytimes.com/2018/12/06/world/asia/mastanamma-india-chef-dies.html,article,Foreign,World,Asia Pacific,Obituary (Obit)
nyt://article/afac8c40-bff1-5570-89b9-640b2c745aa7,"[('persons', 'Shelley, Pete (1955-2018)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Buzzcocks, The'), ('subject', 'Pop and Rock Music'), ('glocations', 'England')]",2018-12-07T22:25:23+0000,https://www.nytimes.com/2018/12/07/obituaries/pete-shelley-dead.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/c04463fe-4373-58f9-9751-7b587c792e31,"[('persons', 'Sherwen, Paul'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Bicycles and Bicycling'), ('subject', 'Tour de France (Bicycle Race)'), ('subject', 'Television'), ('persons', 'LIGGETT, PHIL')]",2018-12-06T20:04:00+0000,https://www.nytimes.com/2018/12/06/obituaries/paul-sherwen-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/86594216-c0b3-5cd7-8567-88485514cb15,"[('persons', 'Gyatso, Palden'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Buddhism'), ('glocations', 'Tibet'), ('persons', 'Dalai Lama'), ('organizations', 'Free Tibet'), ('subject', 'Human Rights and Human Rights Violations'), ('subject', 'Monasteries and Monks')]",2018-12-07T22:54:38+0000,https://www.nytimes.com/2018/12/07/obituaries/palden-gyatso-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/f38c0ec6-3926-580e-9b6e-4fa53275ccec,"[('persons', 'Forni, P M (1951-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Customs, Etiquette and Manners'), ('organizations', 'Johns Hopkins University')]",2018-12-07T15:24:11+0000,https://www.nytimes.com/2018/12/07/obituaries/pm-forni-dies.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/060c9635-be21-5748-8cd8-8852a88cb872,"[('persons', 'Swimmer, Amanda (1921-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Cherokee Indians'), ('subject', 'Ceramics and Pottery'), ('subject', 'Native Americans'), ('glocations', 'APPALACHIAN REGION')]",2018-12-06T22:16:26+0000,https://www.nytimes.com/2018/12/06/obituaries/amanda-swimmer-dead.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/918bb110-aead-5fc5-92bd-3026bf820219,"[('persons', 'Harrison, Charles (1931-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Design'), ('subject', 'Blacks'), ('subject', 'Black People'), ('organizations', 'SEARS, ROEBUCK & CO')]",2018-12-05T20:56:40+0000,https://www.nytimes.com/2018/12/05/obituaries/charles-harrison-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/e8f690a3-20cc-5623-98e9-9f561ca92ff7,"[('persons', 'Kattelson, Sy'), ('subject', 'Photography'), ('organizations', 'Photo League'), ('subject', 'Art'), ('subject', 'Deaths (Obituaries)')]",2018-12-05T22:24:40+0000,https://www.nytimes.com/2018/12/05/obituaries/sy-kattelson-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/dc801754-9595-5eb0-a9f6-3c76ce4ace30,"[('persons', 'Rainwater, Robert (1943-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Art'), ('organizations', 'New York Public Library'), ('subject', 'Libraries and Librarians')]",2018-12-05T21:46:58+0000,https://www.nytimes.com/2018/12/05/obituaries/robert-rainwater-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1978ef0f-cbb5-5013-b9d8-0ec5036a6ac7,"[('persons', 'Duke, James A (1929-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Flowers and Plants'), ('subject', 'Alternative and Complementary Medicine'), ('glocations', 'Panama Canal and Canal Zone'), ('organizations', 'AGRICULTURE DEPARTMENT')]",2018-12-05T19:17:25+0000,https://www.nytimes.com/2018/12/05/obituaries/james-duke-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/9c57105c-7772-59c8-bdc7-8fe97949d6f8,"[('persons', 'Bosco, Philip'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Actors and Actresses'), ('subject', 'Theater'), ('subject', 'Television'), ('subject', 'Tony Awards (Theater Awards)'), ('persons', 'Shaw, George Bernard')]",2018-12-04T21:26:14+0000,https://www.nytimes.com/2018/12/04/obituaries/philip-bosco-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/d43fdb8e-e57a-5ea8-9e8d-02b54606ed78,"[('persons', 'Gregory, Paul (1920-2015)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Television'), ('persons', 'Laughton, Charles'), ('creative_works', 'Night of the Hunter (Movie)'), ('subject', 'Movies'), ('subject', 'Theater'), ('creative_works', 'The Caine Mutiny Court-Martial (Play)')]",2018-12-04T18:10:43+0000,https://www.nytimes.com/2018/12/04/obituaries/paul-gregory-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/e05c5ee4-7ac6-51d6-8db9-abb68ceac724,"[('persons', 'BITOV, ANDREI'), ('subject', 'Books and Literature'), ('subject', 'Writing and Writers'), ('glocations', 'Russia'), ('subject', 'Deaths (Obituaries)')]",2018-12-05T22:51:07+0000,https://www.nytimes.com/2018/12/05/obituaries/andrei-bitov-russian-writer-who-chose-not-to-flee-dies-at-81.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/2f1a41b1-4d4b-5120-b9e7-b58703880172,"[('persons', 'Plotnik, Robert (1943-2018)'), ('organizations', ""Bleecker Bob's Golden Oldies""), ('subject', 'Pop and Rock Music'), ('subject', 'Shopping and Retail'), ('glocations', 'Greenwich Village (Manhattan, NY)'), ('subject', 'Deaths (Obituaries)')]",2018-12-03T21:48:00+0000,https://www.nytimes.com/2018/12/03/obituaries/robert-plotnik-bleecker-bob-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/5e8fdfcf-09bc-584d-9888-a95ea59f96d6,"[('persons', 'Altizer, Thomas J J (1927-2018)'), ('subject', 'Religion and Belief'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Atheism')]",2018-12-02T20:42:54+0000,https://www.nytimes.com/2018/12/02/obituaries/thomas-altizer-dies-at-91.html,article,National,Obituaries,,Obituary (Obit)
nyt://article/e9796768-f1b1-56ac-b261-558a51020ac8,"[('persons', 'Haring, Ruth (1955-2018)'), ('subject', 'Chess'), ('subject', 'Chess Olympiad'), ('organizations', 'United States Chess Federation'), ('subject', 'Deaths (Obituaries)')]",2018-12-03T22:41:09+0000,https://www.nytimes.com/2018/12/03/obituaries/ruth-haring-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/1f2422f0-9890-5c59-b8a9-0a524f503c87,"[('persons', 'Berry, Kenneth (1933-2018)'), ('subject', 'Actors and Actresses'), ('subject', 'Television'), ('creative_works', 'F Troop (TV Program)'), ('creative_works', 'The Andy Griffith Show (TV Program)'), ('subject', 'Deaths (Obituaries)')]",2018-12-02T21:43:54+0000,https://www.nytimes.com/2018/12/02/obituaries/ken-berry-dies-at-85.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/65ea7ea1-a193-547d-b3a3-e4d9cb723dd7,"[('persons', 'Smith, Harry Leslie (1923-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Writing and Writers'), ('subject', 'Books and Literature'), ('subject', 'Politics and Government'), ('subject', 'Refugees and Displaced Persons')]",2018-11-30T19:56:29+0000,https://www.nytimes.com/2018/11/30/obituaries/harry-leslie-smith-dead.html,article,National,Obituaries,,Obituary (Obit)
nyt://article/0bcfaae6-3e62-5532-aa7a-f44c59b432d8,"[('persons', 'Beilina, Nina'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Classical Music'), ('subject', 'Cold War Era'), ('organizations', 'Bachanalia'), ('glocations', 'USSR (Former Soviet Union)')]",2018-11-30T20:39:35+0000,https://www.nytimes.com/2018/11/30/obituaries/nina-beilina-dead.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/8a84a695-d1c6-5f54-83de-51bf490ac546,"[('persons', 'Katz, Gloria (1942-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Movies'), ('subject', 'Writing and Writers'), ('creative_works', 'American Graffiti (Movie)'), ('persons', 'Huyck, Willard'), ('persons', 'Lucas, George')]",2018-11-30T17:18:47+0000,https://www.nytimes.com/2018/11/30/obituaries/gloria-katz-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/4a27ae25-db6c-53dc-bb1d-7d88ca5a07b0,"[('persons', 'Pahinui, Cyril (1950-2018)'), ('subject', 'Deaths (Obituaries)'), ('persons', 'Pahinui, Philip Kunia (Gabby)'), ('subject', 'Music'), ('glocations', 'Hawaii'), ('subject', 'Guitars')]",2018-12-01T18:05:54+0000,https://www.nytimes.com/2018/12/01/obituaries/cyril-pahinui-dead.html,article,Culture,Obituaries,,Obituary (Obit)
nyt://article/bb72efc0-5d8a-5b4c-bb9d-e933a58e04ac,"[('persons', 'Quintana, Patricia'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Mexican Food (Cuisine)'), ('subject', 'Chefs'), ('subject', 'Restaurants'), ('organizations', 'Izote (Mexico City, Mexico, Restaurant)'), ('glocations', 'Mexico'), ('subject', 'Books and Literature')]",2018-11-29T23:49:12+0000,https://www.nytimes.com/2018/11/29/obituaries/patricia-quintana-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/93d77cb5-7cb1-51e8-8ebb-57c31763d4f6,"[('persons', 'Bush, George'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Presidents and Presidency (US)'), ('organizations', 'Republican Party'), ('subject', 'United States Politics and Government'), ('persons', 'Bush, George W')]",2018-12-01T04:57:27+0000,https://www.nytimes.com/2018/11/30/us/politics/george-hw-bush-dies.html,article,Obits,U.S.,Politics,Obituary (Obit)
nyt://article/e6a28f92-ad46-524b-a4d8-e34061052405,"[('persons', 'Morris, Robert (1931- )'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Sculpture'), ('subject', 'Art'), ('organizations', 'Castelli Gallery (Manhattan, NY)')]",2018-11-29T18:44:23+0000,https://www.nytimes.com/2018/11/29/obituaries/robert-morris-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/47c8b7d3-4907-5a7c-a957-8c2ac144da4c,"[('persons', 'Klug, Aaron (1926-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Proteins'), ('subject', 'Nobel Prizes'), ('subject', 'DNA (Deoxyribonucleic Acid)'), ('subject', 'Biology and Biochemistry'), ('subject', '3-D Devices and Effects')]",2018-11-30T22:59:19+0000,https://www.nytimes.com/2018/11/30/obituaries/aaron-klug-dead.html,article,Foreign,Obituaries,,Obituary (Obit)
nyt://article/0d5e5e9f-1cbe-563f-8b3a-56471a978cc4,"[('persons', 'Berenson, Gerald S (1922-2018)'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Research'), ('subject', 'Heart'), ('organizations', 'Louisiana State University')]",2018-11-29T22:13:49+0000,https://www.nytimes.com/2018/11/29/obituaries/dr-gerald-berenson-96-dies-traced-heart-disease-to-childhood.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/36c9d680-bdc1-57e9-ae08-e6b2d1be432c,"[('persons', 'Cappello, Nancy M'), ('subject', 'Breast Cancer'), ('subject', 'Mammography'), ('organizations', 'Are You Dense Inc'), ('subject', 'Deaths (Obituaries)')]",2018-11-28T23:15:45+0000,https://www.nytimes.com/2018/11/28/obituaries/nancy-cappello-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/bdaae942-051a-572b-86cb-e3f1f7ce711f,"[('persons', 'Hillenburg, Stephen'), ('subject', 'Deaths (Obituaries)'), ('subject', 'SpongeBob SquarePants (Cartoon Character)'), ('subject', 'Cartoons and Cartoonists'), ('subject', 'Television'), ('organizations', 'Nickelodeon'), ('creative_works', 'SPONGEBOB SQUAREPANTS (TV PROGRAM)')]",2018-11-27T19:33:16+0000,https://www.nytimes.com/2018/11/27/obituaries/stephen-hillenburg-spongebob-squarepants-creator-dies-at-57.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/e6e7b6fd-940f-5d50-8d90-1a625ed2cf62,"[('persons', 'Margittai, Tom'), ('organizations', 'Four Seasons Hotels Ltd'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Restaurants'), ('organizations', 'Restaurant Associates'), ('glocations', 'Park Avenue (Manhattan, NY)'), ('persons', 'Kovi, Paul')]",2018-11-27T22:48:27+0000,https://www.nytimes.com/2018/11/27/obituaries/tom-margittai-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/51d2bf76-4e03-552d-9fb2-249fed7cb94d,"[('persons', 'Braham, Randolph L'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Holocaust and the Nazi Era'), ('subject', 'Jews and Judaism'), ('subject', 'World War II (1939-45)'), ('glocations', 'Hungary'), ('subject', 'Books and Literature'), ('organizations', 'City College of New York')]",2018-11-28T22:05:39+0000,https://www.nytimes.com/2018/11/28/obituaries/randolph-braham-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/9b3fe1e7-23b2-5405-8c3c-e2e5f91395d0,"[('persons', 'Farid, Mujahid (1949-2018)'), ('subject', 'Prisons and Prisoners'), ('subject', 'Ex-Convicts'), ('organizations', 'Release Aging People in Prison (RAPP)'), ('subject', 'Deaths (Obituaries)')]",2018-11-28T22:37:00+0000,https://www.nytimes.com/2018/11/28/obituaries/mujahid-farid-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/48b503ca-b6a6-59c4-81f3-7ab639447587,"[('persons', 'Barker, Jean Alys (Baroness Trumpington)'), ('subject', 'Deaths (Obituaries)'), ('organizations', 'Bletchley Park'), ('subject', 'Cryptography, Codes and Ciphers'), ('organizations', 'House of Lords (Great Britain)'), ('organizations', 'Conservative Party (Great Britain)'), ('subject', 'Politics and Government'), ('glocations', 'Great Britain')]",2018-11-28T00:02:50+0000,https://www.nytimes.com/2018/11/27/obituaries/lady-trumpington-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/7c6ee745-61cb-53ce-a0b4-9458ea365cfe,"[('persons', 'Levy, Harold O'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Education (K-12)'), ('organizations', 'Board of Education (NYC)'), ('organizations', 'Cooke, Jack Kent, Foundation'), ('glocations', 'New York City')]",2018-11-28T04:36:36+0000,https://www.nytimes.com/2018/11/27/obituaries/harold-levy-dead.html,article,Obits,Obituaries,,Obituary (Obit)
nyt://article/d3a05533-12dc-5b30-8da8-e10083e65b16,"[('persons', 'Bertolucci, Bernardo'), ('subject', 'Deaths (Obituaries)'), ('subject', 'Movies'), ('subject', 'Academy Awards (Oscars)'), ('creative_works', 'The Last Emperor (Movie)'), ('creative_works', 'Last Tango in Paris (Movie)')]",2018-11-26T10:01:20+0000,https://www.nytimes.com/2018/11/26/obituaries/bernardo-bertolucci-dead.html,article,Obits,Obituaries,,Obituary (Obit)
